dz2011,dz2011name,iz2011,iz2011name,hb2019,hb2019name,hb2018,hb2014,hscp2019,hscp2019name,hscp2018,hscp2016,ca2019,ca2019name,ca2018,ca2011,simd2020_rank,simd2020_sc_decile,simd2020_sc_quintile,simd2020_hb2019_decile,simd2020_hb2019_quintile,simd2020_hscp2019_decile,simd2020_hscp2019_quintile,simd2020_ca2019_decile,simd2020_ca2019_quintile,simd2020tp15,simd2020bt15,simd2020_educ_rank,simd2020_emp_rate,simd2020_emp_dep_n,simd2020_emp_rank,simd2020_hlth_rank,simd2020_house_rank,simd2020_inc_rate,simd2020_inc_dep_n,simd2020_inc_rank,simd2020_access_rank,simd2020_crime_rate,simd2020_crime_count,simd2020_crime_rank,pop_2017
S01010634,Inverness Ballifeary and Dalneigh - 05,S02002000,Inverness Ballifeary and Dalneigh,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,1890,3,2,2,1,2,1,2,1,0,0,505,0.1,38,2859,2864,2502,0.17,106,1972.5,2857,401.029194,25.385148,1496,633
S01010635,Inverness Ballifeary and Dalneigh - 06,S02002000,Inverness Ballifeary and Dalneigh,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,1150,2,1,1,1,1,1,1,1,0,0,880,0.15,69,1425,1286,1545,0.21,159,1161,3091,554.578006,42.647049,812,769
S01010636,Inverness Muirtown - 01,S02002001,Inverness Muirtown,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,4371,7,4,7,4,7,4,7,4,0,0,2884,0.05,27,4409,5283,4703,0.07,50,4468,5198,636.321043,47.724078,606,750
S01010637,Inverness Muirtown - 02,S02002001,Inverness Muirtown,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,789,2,1,1,1,1,1,1,1,1,0,1057,0.21,79,519,853,425,0.27,138,980,6190,497.748,25.385148,1014,510
S01010638,Inverness Muirtown - 03,S02002001,Inverness Muirtown,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,1891,3,2,2,1,2,1,2,1,0,0,2316,0.12,56,2255,1405,1972,0.16,131,1884,5397,905.301664,75.140038,267,830
S01010639,Inverness Muirtown - 04,S02002001,Inverness Muirtown,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,1023,2,1,1,1,1,1,1,1,1,0,660,0.19,145,788,1209,933,0.2,224,1670,6480,835.688058,94.432751,327,1130
S01010640,Inverness Muirtown - 05,S02002001,Inverness Muirtown,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,2847,4,2,3,2,3,2,3,2,0,0,3672,0.11,61,2365,3352,489.5,0.12,83,3478,5648,867.503657,61.939761,295,714
S01010641,Inverness Merkinch - 01,S02002002,Inverness Merkinch,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,274,1,1,1,1,1,1,1,1,1,0,225,0.25,180,261,245,835,0.31,311,615,5935,1080.431915,109.663839,169,1015
S01010642,Inverness Merkinch - 02,S02002002,Inverness Merkinch,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,414,1,1,1,1,1,1,1,1,1,0,459,0.21,132,558,738,1198,0.32,324,277,5928,754.358259,77.17085,437,1023
S01010643,Inverness Merkinch - 03,S02002002,Inverness Merkinch,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,163,1,1,1,1,1,1,1,1,1,0,100,0.23,105,401,639,1975,0.38,279,98,1275,945.519683,70.063008,241,741
S01010644,Inverness Merkinch - 04,S02002002,Inverness Merkinch,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,8,1,1,1,1,1,1,1,1,1,0,154,0.35,158,21,12,1386,0.46,311,26,3441,1495.910507,100.525186,81,672
S01010645,Inverness Scorguie - 01,S02002003,Inverness Scorguie,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,4342,7,4,7,4,7,4,7,4,0,0,3735,0.06,19,4336,4803,2996,0.06,31,4716,1024,NA,NA,6347,491
S01010646,Inverness Scorguie - 02,S02002003,Inverness Scorguie,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,5974,9,5,10,5,10,5,10,5,0,1,4875,0.03,11,6020,5462,5380,0.04,24,5596,2450,NA,NA,6928,650
S01010647,Inverness Scorguie - 03,S02002003,Inverness Scorguie,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,5491,8,4,10,5,10,5,10,5,0,0,4489,0.04,14,5469,3742,3413,0.03,23,5669,3236,45.330621,3.046218,6268,672
S01010648,Inverness Scorguie - 04,S02002003,Inverness Scorguie,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,3097,5,3,4,2,4,2,4,2,0,0,3381,0.11,44,2490.5,3250,4014,0.11,65,3387,3779,385.385085,23.354336,1584,606
S01010649,Inverness Scorguie - 05,S02002003,Inverness Scorguie,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,4281,7,4,7,4,7,4,7,4,0,0,2141,0.04,14,4841,4681,4772,0.08,43,3787.5,3322,108.021906,6.092436,4966,564
S01010650,Inverness Kinmylies and South West - 01,S02002004,Inverness Kinmylies and South West,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,1274,2,1,1,1,1,1,1,1,0,0,3646,0.18,142,925,1501,2271,0.2,224,1771,669,555.160203,62.955167,809,1134
S01010651,Inverness Kinmylies and South West - 02,S02002004,Inverness Kinmylies and South West,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,2195,4,2,2,1,2,1,2,1,0,0,2329,0.14,59,1698,2140,4214,0.15,96,2404,3004,138.674557,9.138653,4386,659
S01010652,Inverness Kinmylies and South West - 03,S02002004,Inverness Kinmylies and South West,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,3407,5,3,4,2,4,2,4,2,0,0,2817,0.08,47,3232,4078,4825,0.1,83,3561,1496,97.517976,8.123247,5171,833
S01010653,Inverness Kinmylies and South West - 04,S02002004,Inverness Kinmylies and South West,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,4948,7,4,9,5,9,5,9,5,0,0,3193,0.05,19,4687,5165,2604,0.06,32,4956,2823,NA,NA,6461,577
S01010654,Inverness Kinmylies and South West - 05,S02002004,Inverness Kinmylies and South West,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,2642,4,2,3,2,3,2,3,2,0,0,1413,0.1,49,2707,2706,3412,0.12,90,3012,3294,157.835117,12.184871,4049,772
S01010655,Inverness West Rural - 01,S02002005,Inverness West Rural,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,4311,7,4,7,4,7,4,7,4,0,0,5817,0.03,20,5526,6284,4442,0.05,50,4808,57,41.402892,4.061624,6345,981
S01010656,Inverness West Rural - 02,S02002005,Inverness West Rural,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,2689,4,2,3,2,3,2,3,2,0,0,3652,0.09,32,3021,2696,4511,0.12,70,2802,649,119.66063,7.107841,4757,594
S01010657,Inverness West Rural - 03,S02002005,Inverness West Rural,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,4741,7,4,8,4,8,4,8,4,0,0,4822,0.03,13,5731,6591,6744,0.04,25,5581.5,114,NA,NA,6795,669
S01010658,Inverness West Rural - 04,S02002005,Inverness West Rural,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,4396,7,4,7,4,7,4,7,4,0,0,5471,0.04,16,5285,6145,4044,0.04,30,5217.5,147,184.36141,13.200277,3643,716
S01010659,Inverness West Rural - 05,S02002005,Inverness West Rural,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,4093,6,3,7,4,7,4,7,4,0,0,5387,0.03,12,5753,6388,5171.5,0.04,23,5612,267,1191.863656,78.186256,131,656
S01010660,Inverness West Rural - 06,S02002005,Inverness West Rural,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,3019,5,3,4,2,4,2,4,2,0,0,2203,0.1,40,2820,3869,6049,0.15,104,2129,6478,146.101571,10.154059,4250,695
S01010661,Inverness West Rural - 07,S02002005,Inverness West Rural,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,3060,5,3,4,2,4,2,4,2,0,0,3867,0.11,36,2476,3298,4043,0.14,84,2130,6598,155.419273,9.138653,4093,588
S01010662,Inverness West Rural - 08,S02002005,Inverness West Rural,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,3846,6,3,6,3,6,3,6,3,0,0,4231,0.07,33,3871,4400,5341,0.08,66,3840,746,38.173155,3.046218,6410,798
S01010663,Inverness West Rural - 09,S02002005,Inverness West Rural,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,5003,8,4,9,5,9,5,9,5,0,0,4708,0.03,20,5517,5633,5900,0.04,43,5114,634,NA,NA,6712,1014
S01010664,Loch Ness - 01,S02002006,Loch Ness,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,4853,7,4,8,4,8,4,8,4,0,0,6496,0.03,16,5760,6292,4597,0.04,38,5201,170,70.270306,6.092436,5726,867
S01010665,Loch Ness - 02,S02002006,Loch Ness,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,2902,5,3,3,2,3,2,3,2,0,0,3315,0.06,33,4349,4711,3199,0.09,93,3413,45,134.559398,13.200277,4469,981
S01010666,Loch Ness - 03,S02002006,Loch Ness,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,4017,6,3,6,3,6,3,6,3,0,0,4729,0.07,40,3860,4676,3426,0.09,89,3552,1376,81.970205000000007,8.123247,5494,991
S01010667,Loch Ness - 04,S02002006,Loch Ness,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,3651,6,3,5,3,5,3,5,3,0,0,4057,0.05,18,4815,6008,3772,0.07,45,4265,108,182.956022,12.184871,3672,666
S01010668,Loch Ness - 05,S02002006,Loch Ness,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,4565,7,4,8,4,8,4,8,4,0,0,5014,0.05,31,4817.5,5655,4046,0.05,60,4764,558,118.070456,13.200277,4789,1118
S01010669,Lochalsh - 01,S02002007,Lochalsh,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,3923,6,3,6,3,6,3,6,3,0,0,4821,0.04,13,5329.5,5708,3907,0.05,29,4867,15,NA,NA,6761,604
S01010670,Lochalsh - 02,S02002007,Lochalsh,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,3922,6,3,6,3,6,3,6,3,0,0,5098,0.05,24,4440,4533,3954,0.07,50,4275,273,NA,NA,6573,693
S01010671,Lochalsh - 03,S02002007,Lochalsh,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,4436,7,4,7,4,7,4,7,4,0,0,5396,0.04,19,4899,6153,3178,0.04,33,5076,203,67.784107,5.07703,5787,749
S01010672,Lochalsh - 04,S02002007,Lochalsh,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,2425,4,2,3,2,3,2,3,2,0,0,2470,0.11,46,2290,2534,2956,0.16,102,2062,5828,319.812888,20.308118,2066,635
S01010673,Skye South - 01,S02002008,Skye South,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,2770,4,2,3,2,3,2,3,2,0,0,2777,0.08,50,3221,3095,1968,0.11,102,3155,983,258.154047,24.369742,2639,944
S01010674,Skye South - 02,S02002008,Skye South,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,3112,5,3,4,2,4,2,4,2,0,0,2849,0.07,38,3842,4728,1901,0.08,78,3753,374,215.814223,20.308118,3171,941
S01010675,Skye South - 03,S02002008,Skye South,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,4423,7,4,7,4,7,4,7,4,0,0,4852,0.03,14,5540.5,5315,4389,0.04,25,5574,152,149.98610300000001,10.154059,4198,677
S01010676,Skye South - 04,S02002008,Skye South,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,4029,6,3,6,3,6,3,6,3,0,0,4983,0.05,25,4730,5541,2505,0.05,44,4914,122,43.909445,4.061624,6298,925
S01010677,Skye North East - 01,S02002009,Skye North East,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,3988,6,3,6,3,6,3,6,3,0,0,5551,0.03,10,5693.5,6066,2435,0.05,28,4662,4,NA,NA,6420,541
S01010678,Skye North East - 02,S02002009,Skye North East,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,2372,4,2,3,2,3,2,3,2,0,0,3801,0.09,39,3066,3208,2625,0.11,73,3270,51,194.69435,13.200277,3484,678
S01010679,Skye North East - 03,S02002009,Skye North East,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,3725,6,3,5,3,5,3,5,3,0,0,4354,0.07,25,3627,3317,3850,0.1,58,3215,5218,457.548595,26.400554,1197,577
S01010680,Skye North East - 04,S02002009,Skye North East,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,2250,4,2,2,1,2,1,2,1,0,0,3060,0.12,42,2156,2482,4228,0.16,101,1695,4692,351.794177,22.33893,1805,635
S01010681,Skye North East - 05,S02002009,Skye North East,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,3119,5,3,4,2,4,2,4,2,0,0,2962,0.09,68,3045,2799,2993,0.11,131,3192,2956,231.163236,27.41596,2968,1186
S01010682,Skye North West - 01,S02002010,Skye North West,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,3985,6,3,6,3,6,3,6,3,0,0,5015,0.04,26,5056,4611,5322,0.04,44,5278,60,77.958228,8.123247,5580,1042
S01010683,Skye North West - 02,S02002010,Skye North West,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,3301,5,3,4,2,4,2,4,2,0,0,4160,0.05,27,4684,4725,4018,0.07,68,4022.5,29,84.178729,8.123247,5432,965
S01010684,Skye North West - 03,S02002010,Skye North West,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,3543,5,3,5,3,5,3,5,3,0,0,3710,0.04,18,5007,5039,4371,0.05,42,4563,62,158.039832,12.184871,4044,771
S01010685,Skye North West - 04,S02002010,Skye North West,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,2599,4,2,3,2,3,2,3,2,0,0,3005,0.07,25,3671,3734,2090,0.09,51,3584,35,70.027994,4.061624,5733,580
S01010686,Ross and Cromarty South West - 01,S02002011,Ross and Cromarty South West,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,3176,5,3,4,2,4,2,4,2,0,0,3851,0.07,29,3796.5,5945,2781,0.08,52,4011,56,104.373589,7.107841,5025,681
S01010687,Ross and Cromarty South West - 02,S02002011,Ross and Cromarty South West,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,4165,6,3,7,4,7,4,7,4,0,0,5507,0.06,30,3980,6015,5389,0.07,57,4073.5,543,108.149743,9.138653,4964,845
S01010688,Ross and Cromarty South West - 03,S02002011,Ross and Cromarty South West,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,3973,6,3,6,3,6,3,6,3,0,0,6020,0.04,16,5236,6017,1881,0.05,34,4897.5,9,60.621249,4.061624,5950,670
S01010689,Ross and Cromarty South West - 04,S02002011,Ross and Cromarty South West,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,3329,5,3,4,2,4,2,4,2,0,0,3931,0.06,22,4226,4936,5387,0.06,47,4052,92,127.724015,10.154059,4601,795
S01010690,Ross and Cromarty North West - 01,S02002012,Ross and Cromarty North West,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,4347,7,4,7,4,7,4,7,4,0,0,3973,0.07,27,3903,4578,3613,0.1,69,3258,6341,208.441098,14.215683,3277,682
S01010691,Ross and Cromarty North West - 02,S02002012,Ross and Cromarty North West,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,4057,6,3,7,4,6,3,6,3,0,0,4047,0.03,16,5554,6508,2620,0.04,30,5431,14,NA,NA,6831,767
S01010692,Ross and Cromarty North West - 03,S02002012,Ross and Cromarty North West,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,4775,7,4,8,4,8,4,8,4,0,0,3373,0.05,25,4472,4475,3012,0.07,48,4428,4511,147.160278,10.154059,4238,690
S01010693,Ross and Cromarty North West - 04,S02002012,Ross and Cromarty North West,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,3797,6,3,6,3,5,3,5,3,0,0,4336,0.04,11,5422.5,5373,3880,0.06,28,4709.5,24,59.847107,3.046218,5974,509
S01010694,Ross and Cromarty North West - 05,S02002012,Ross and Cromarty North West,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,3467,5,3,5,3,5,3,5,3,0,0,4679,0.08,21,3502,5154,4836,0.08,43,3467,439,106.51111,6.092436,4987,572
S01010695,Ross and Cromarty Central - 01,S02002013,Ross and Cromarty Central,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,3730,6,3,5,3,5,3,5,3,0,0,3461,0.06,25,4339,5087,4670,0.05,36,5013,260,228.332019,17.261901,2991,756
S01010696,Ross and Cromarty Central - 02,S02002013,Ross and Cromarty Central,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,3968,6,3,6,3,6,3,6,3,0,0,3566,0.07,39,3908,3899,4288,0.08,80,3818,1856,81.640677,8.123247,5499,995
S01010697,Ross and Cromarty Central - 03,S02002013,Ross and Cromarty Central,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,3512,5,3,5,3,5,3,5,3,0,0,4658,0.07,47,3755,4402,5431,0.07,83,4060,272,99.020081,11.169465,5136,1128
S01010698,Ross and Cromarty Central - 04,S02002013,Ross and Cromarty Central,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,2751,4,2,3,2,3,2,3,2,0,0,2785,0.06,29,4240,4966,3386,0.11,90,3073,42,62.142345,5.07703,5921,817
S01010699,Ross and Cromarty East - 01,S02002014,Ross and Cromarty East,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,4018,6,3,6,3,6,3,6,3,0,0,3648,0.04,15,5156.5,5739,3403,0.05,31,4934,164,103.436936,6.092436,5043.5,589
S01010700,Ross and Cromarty East - 02,S02002014,Ross and Cromarty East,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,4982,8,4,9,5,9,5,9,5,0,0,3999,0.02,7,6535.5,6215,4988,0.03,19,5828.5,315,151.553122,9.138653,4163,603
S01010701,Ross and Cromarty East - 03,S02002014,Ross and Cromarty East,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,3791,6,3,5,3,5,3,5,3,0,0,3248,0.06,35,4323,4320,5110,0.09,97,3458,1220,108.441409,11.169465,4959,1030
S01010702,Ross and Cromarty East - 04,S02002014,Ross and Cromarty East,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,3937,6,3,6,3,6,3,6,3,0,0,4486,0.04,24,4919.5,4663,6205,0.05,50,4731,141,81.313787,8.123247,5505,999
S01010703,Muir of Ord - 01,S02002015,Muir of Ord,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,5089,8,4,9,5,9,5,9,5,0,0,5142,0.03,14,6021.5,5483,5507,0.04,36,5277,470,34.973797,3.046218,6471,871
S01010704,Muir of Ord - 02,S02002015,Muir of Ord,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,2318,4,2,2,1,3,2,3,2,0,0,3059,0.13,45,1953,2528,3794,0.14,89,2049,3101,181.617319,11.169465,3688,615
S01010705,Muir of Ord - 03,S02002015,Muir of Ord,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,4274,7,4,7,4,7,4,7,4,0,0,3027,0.06,46,4075,4309,5233,0.06,70,4648,1737,60.287035,7.107841,5963,1179
S01010706,Muir of Ord - 04,S02002015,Muir of Ord,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,2590,4,2,3,2,3,2,3,2,0,0,2216,0.1,43,2825,2617,3749,0.13,97,2520,2876,277.650056,21.323524,2443,768
S01010707,Conon - 01,S02002016,Conon,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,3091,5,3,4,2,4,2,4,2,0,0,3861,0.07,39,3625,4709,5159,0.09,77,3621,235,248.763143,22.33893,2773,898
